sentence,neg,neu,pos,compound
"""Idon'tknow"" He would have to leave Gloria, whose whole life yearned toward him and enfolded him.",0.074,0.926,0.0,-0.0516
Gloria was in trouble.,0.474,0.526,0.0,-0.4019
"Oh, the thing wasn't feasibleyethe saw himself in khaki, leaning, as all war correspondents lean, upon a heavy stick, portfolio at shouldertrying to look like an Englishman.",0.128,0.789,0.082,-0.34
"""I'd like to think it over,"" he, confessed.",0.0,0.737,0.263,0.3612
"""It's certainly very kind of you.",0.0,0.676,0.324,0.34
"I'll think it over and I'll let you know.""",0.0,1.0,0.0,0.0
Thinking it over absorbed him on the journey to New York.,0.0,1.0,0.0,0.0
"He had had one of those sudden flashes of illumination vouchsafed to all men who are dominated by a strong and beloved woman, which show them a world of harder men, more fiercely trained and grappling with the abstractions of thought and war.",0.08,0.784,0.136,0.4019
"In that world the arms of Gloria would exist only as the hot embrace of a chance mistress, coolly sought and quickly forgotten....",0.0,0.823,0.177,0.5106
"These unfamiliar phantoms were crowding closely about him when he boarded his train for Marietta, in the Grand Central Station.",0.0,0.864,0.136,0.4588
The car was crowded he secured the last vacant seat and it was only after several minutes that he gave even a casual glance to the man beside him.,0.0,0.852,0.148,0.5423
"When he did he saw a heavy lay of jaw and nose, a curved chin and small, puffedunder eyes.",0.0,1.0,0.0,0.0
In a moment he recognized Joseph Bloeckman.,0.0,1.0,0.0,0.0
"Simultaneously they both half rose, were half embarrassed, and exchanged what amounted to a half handshake.",0.152,0.848,0.0,-0.3612
"Then, as though to complete the matter, they both half laughed.",0.0,0.687,0.313,0.4767
"""Well,"" remarked Anthony without inspiration, ""I haven't seen you for a long time.""",0.202,0.798,0.0,-0.4168
"Immediately he regretted his words and started to add ""I didn't know you lived out this way.""",0.14,0.86,0.0,-0.3818
"But Bloeckman anticipated him by asking pleasantly ""How's your wife?",0.0,0.684,0.316,0.631
"..."" ""She's very well.",0.0,0.556,0.444,0.3384
"How've you been?""",0.0,1.0,0.0,0.0
"""Excellent.""",0.0,1.0,0.0,0.0
His tone amplified the grandeur of the word.,0.0,0.673,0.327,0.5267
It seemed to Anthony that during the last year Bloeckman had grown tremendously in dignity.,0.0,0.825,0.175,0.4549
"The boiled look was gone, he seemed ""done"" at last.",0.0,1.0,0.0,0.0
In addition he was no longer overdressed.,0.268,0.732,0.0,-0.296
"The inappropriate facetiousness he had affected in ties had given way to a sturdy dark pattern, and his right hand, which had formerly displayed two heavy rings, was now innocent of ornament and even without the raw glow of a manicure.",0.037,0.833,0.13,0.6124
This dignity appeared also in his personality.,0.0,0.69,0.31,0.4019
"The last aura of the successful travellingman had faded from him, that deliberate ingratiation of which the lowest form is the bawdy joke in the Pullman smoker.",0.08,0.736,0.184,0.5267
"One imagined that, having been fawned upon financially, he had attained aloofness having been snubbed socially, he had acquired reticence.",0.136,0.864,0.0,-0.4588
"But whatever had given him weight instead of bulk, Anthony no longer felt a correct superiority in his presence.",0.128,0.731,0.142,0.0772
"""D'you remember Caramel, Richard Caramel?",0.0,1.0,0.0,0.0
"I believe you met him one night.""",0.0,1.0,0.0,0.0
"""I remember.",0.0,1.0,0.0,0.0
"He was writing a book.""",0.0,1.0,0.0,0.0
"""Well, he sold it to the movies.",0.0,1.0,0.0,0.0
Then they had some scenario man named Jordan work on it.,0.0,1.0,0.0,0.0
"Well, Dick subscribes to a clipping bureau and he's furious because about half the movie reviewers speak of the 'power and strength of William Jordan's ""Demon Lover.""'",0.204,0.641,0.155,-0.4019
Didn't mention old Dick at all.,0.0,0.649,0.351,0.4023
"You'd think this fellow Jordan had actually conceived and developed the thing.""",0.0,1.0,0.0,0.0
Bloeckman nodded comprehensively.,0.0,1.0,0.0,0.0
"""Most of the contracts state that the original writer's name goes into all the paid publicity.",0.0,0.867,0.133,0.3182
"Is Caramel still writing?""",0.0,1.0,0.0,0.0
"""Oh, yes.",0.0,0.27,0.73,0.4019
Writing hard.,0.583,0.417,0.0,-0.1027
"Short stories.""",0.0,1.0,0.0,0.0
"""Well, that's fine, that's fine.... You on this train often?""",0.0,0.833,0.167,0.2023
"""About once a week.",0.0,1.0,0.0,0.0
"We live in Marietta.""",0.0,1.0,0.0,0.0
"""Is that so?",0.0,1.0,0.0,0.0
"Well, well!",0.0,0.0,1.0,0.5411
I live near Cos Cob myself.,0.0,1.0,0.0,0.0
Bought a place there only recently.,0.0,1.0,0.0,0.0
"We're only five miles apart.""",0.0,1.0,0.0,0.0
"""You'll have to come and see us.""",0.0,1.0,0.0,0.0
Anthony was surprised at his own courtesy.,0.0,0.532,0.468,0.5267
"""I'm sure Gloria'd be delighted to see an old friend.",0.0,0.443,0.557,0.8316
"Anybody'll tell you where the house isit's our second season there.""",0.0,1.0,0.0,0.0
"""Thank you.""",0.0,0.286,0.714,0.3612
"Then, as though returning a complementary politeness ""How is your grandfather?""",0.0,1.0,0.0,0.0
"""He's been well.",0.0,0.488,0.512,0.2732
"I had lunch with him today.""",0.0,1.0,0.0,0.0
"""A great character,"" said Bloeckman severely.",0.27,0.36,0.369,0.2732
"""A fine example of an American.""",0.0,0.735,0.265,0.2023
THE TRIUMPH OF LETHARGY Anthony found his wife deep in the porch hammock voluptuously engaged with a lemonade and a tomato sandwich and carrying on an apparently cheery conversation with Tana upon one of Tana's complicated themes.,0.071,0.7,0.229,0.7906
"""In my countree,"" Anthony recognized his invariable preface, ""all timepeopleseat ricebecause haven't got.",0.0,1.0,0.0,0.0
"Cannot eat what no have got.""",0.0,0.726,0.274,0.2235
Had his nationality not been desperately apparent one would have thought he had acquired his knowledge of his native land from American primaryschool geographies.,0.0,0.913,0.087,0.2924
"When the Oriental had been squelched and dismissed to the kitchen, Anthony turned questioningly to Gloria ""It's all right,"" she announced, smiling broadly.",0.077,0.808,0.115,0.25
"""And it surprised me more than it does you.""",0.0,0.808,0.192,0.2263
"""There's no doubt?""",0.524,0.476,0.0,-0.296
"""None!",0.0,1.0,0.0,0.0
"Couldn't be!""",0.0,1.0,0.0,0.0
"They rejoiced happily, gay again with reborn irresponsibility.",0.0,0.476,0.524,0.765
"Then he told her of his opportunity to go abroad, and that he was almost ashamed to reject it.",0.218,0.665,0.116,-0.3492
"""What do you think?",0.0,1.0,0.0,0.0
"Just tell me frankly.""",0.0,1.0,0.0,0.0
"""Why, Anthony!""",0.0,1.0,0.0,0.0
Her eyes were startled.,0.362,0.638,0.0,-0.1779
"""Do you want to go?",0.0,0.755,0.245,0.0772
"Without me?""",0.0,1.0,0.0,0.0
"His face fellyet he knew, with his wife's question, that it was too late.",0.0,1.0,0.0,0.0
"Her arms, sweet and strangling, were around him, for he had made all such choices back in that room in the Plaza the year before.",0.0,0.889,0.111,0.4588
This was an anachronism from an age of such dreams.,0.0,0.769,0.231,0.4019
"""Gloria,"" he lied, in a great burst of comprehension, ""of course I don't.",0.166,0.573,0.261,0.3612
"I was thinking you might go as a nurse or something.""",0.0,1.0,0.0,0.0
He wondered dully if his grandfather would consider this.,0.208,0.792,0.0,-0.2732
"As she smiled he realized again how beautiful she was, a gorgeous girl of miraculous freshness and sheerly honorable eyes.",0.0,0.502,0.498,0.9423
"She embraced his suggestion with luxurious intensity, holding it aloft like a sun of her own making and basking in its beams.",0.0,0.889,0.111,0.3612
She strung together an amazing synopsis for an extravaganza of martial adventure.,0.0,0.621,0.379,0.7269
"After supper, surfeited with the subject, she yawned.",0.0,1.0,0.0,0.0
"She wanted not to talk but only to read ""Penrod,"" stretched upon the lounge until at midnight she fell asleep.",0.0,1.0,0.0,0.0
"But Anthony, after he had carried her romantically up the stairs, stayed awake to brood upon the day, vaguely angry with her, vaguely dissatisfied.",0.241,0.645,0.114,-0.631
"""What am I going to do?""",0.0,1.0,0.0,0.0
he began at breakfast.,0.0,1.0,0.0,0.0
"""Here we've been married a year and we've just worried around without even being efficient people of leisure.""",0.232,0.768,0.0,-0.5472
"""Yes, you ought to do something,"" she admitted, being in an agreeable and loquacious humor.",0.0,0.656,0.344,0.6486
"This was not the first of these discussions, but as they usually developed Anthony in the rle of protagonist, she had come to avoid them.",0.104,0.896,0.0,-0.4215
"""It's not that I have any moral compunctions about work,"" he continued, ""but grampa may die tomorrow and he may live for ten years.",0.196,0.804,0.0,-0.7469
Meanwhile we're living above our income and all we've got to show for it is a farmer's car and a few clothes.,0.0,1.0,0.0,0.0
We keep an apartment that we've only lived in three months and a little old house way off in nowhere.,0.0,1.0,0.0,0.0
"We're frequently bored and yet we won't make any effort to know any one except the same crowd who drift around California all summer wearing sport clothes and waiting for their families to die.""",0.06,0.94,0.0,-0.2732
"""How you've changed!""",0.0,1.0,0.0,0.0
remarked Gloria.,0.0,1.0,0.0,0.0
"""Once you told me you didn't see why an American couldn't loaf gracefully.""",0.0,1.0,0.0,0.0
"""Well, damn it, I wasn't married.",0.403,0.597,0.0,-0.4019
And the old mind was working at top speed and now it's going round and round like a cogwheel with nothing to catch it.,0.0,0.83,0.17,0.5106
As a matter of fact I think that if I hadn't met you I would have done something.,0.0,0.922,0.078,0.0258
"But you make leisure so subtly attractive"" ""Oh, it's all my fault"" ""I didn't mean that, and you know I didn't.",0.138,0.697,0.165,0.1822
"But here I'm almost twentyseven and"" ""Oh,"" she interrupted in vexation, ""you make me tired!",0.473,0.527,0.0,-0.8955
"Talking as though I were objecting or hindering you!""",0.0,1.0,0.0,0.0
"""I was just discussing it, Gloria.",0.0,1.0,0.0,0.0
"Can't I discuss"" ""I should think you'd be strong enough to settle"" ""something with you without"" ""your own problems without coming to me.",0.0,0.783,0.217,0.6765
You talk a lot about going to work.,0.0,1.0,0.0,0.0
"I could use more money very easily, but I'm not complaining.",0.0,0.674,0.326,0.4341
"Whether you work or not I love you.""",0.36,0.64,0.0,-0.5216
Her last words were gentle as fine snow upon hard ground.,0.099,0.567,0.333,0.5106
But for the moment neither was attending to the otherthey were each engaged in polishing and perfecting his own attitude.,0.0,0.692,0.308,0.8402
"""I have workedsome.""",0.0,1.0,0.0,0.0
This by Anthony was an imprudent bringing up of raw reserves.,0.0,1.0,0.0,0.0
"Gloria laughed, torn between delight and derision she resented his sophistry as at the same time she admired his nonchalance.",0.219,0.452,0.329,0.6597
"She would never blame him for being the ineffectual idler so long as he did it sincerely, from the attitude that nothing much was worth doing.",0.125,0.71,0.166,0.3116
"""Work!""",0.0,1.0,0.0,0.0
she scoffed.,0.0,1.0,0.0,0.0
"""Oh, you sad bird!",0.531,0.469,0.0,-0.5255
You bluffer!,0.0,1.0,0.0,0.0
"Workthat means a great arranging of the desk and the lights, a great sharpening of pencils, and 'Gloria, don't sing!'",0.0,0.653,0.347,0.8588
"and 'Please keep that damn Tana away from me,' and 'Let me read you my opening sentence,' and 'I won't be through for a long time, Gloria, so don't stay up for me,' and a tremendous consumption of tea or coffee.",0.064,0.881,0.055,-0.1027
And that's all.,0.0,1.0,0.0,0.0
In just about an hour I hear the old pencil stop scratching and look over.,0.145,0.855,0.0,-0.296
You've got out a book and you're 'looking up' something.,0.0,1.0,0.0,0.0
Then you're reading.,0.0,1.0,0.0,0.0
Then yawnsthen bed and a great tossing about because you're all full of caffeine and can't sleep.,0.0,0.785,0.215,0.6249
"Two weeks later the whole performance over again.""",0.0,1.0,0.0,0.0
With much difficulty Anthony retained a scanty breechclout of dignity.,0.197,0.492,0.311,0.1027
"""Now that's a slight exaggeration.",0.0,1.0,0.0,0.0
You know darn well I sold an essay to The Florentineand it attracted a lot of attention considering the circulation of The Florentine.,0.0,0.795,0.205,0.5994
"And what's more, Gloria, you know I sat up till five o'clock in the morning finishing it.""",0.0,1.0,0.0,0.0
"She lapsed into silence, giving him rope.",0.0,0.714,0.286,0.34
And if he had not hanged himself he had certainly come to the end of it.,0.0,0.862,0.138,0.34
"""At least,"" he concluded feebly, ""I'm perfectly willing to be a war correspondent.""",0.215,0.552,0.232,0.0772
But so was Gloria.,0.0,1.0,0.0,0.0
They were both willinganxious they assured each other of it.,0.0,0.783,0.217,0.3612
"The evening ended on a note of tremendous sentiment, the majesty of leisure, the ill health of Adam Patch, love at any cost.",0.104,0.741,0.156,0.34
"""Anthony!""",0.0,1.0,0.0,0.0
"she called over the banister one afternoon a week later, ""there's some one at the door.""",0.0,1.0,0.0,0.0
"Anthony, who had been lolling in the hammock on the sunspeckled south porch, strolled around to the front of the house.",0.0,1.0,0.0,0.0
"A foreign car, large and impressive, crouched like an immense and saturnine bug at the foot of the path.",0.0,0.734,0.266,0.7003
"A man in a soft pongee suit, with cap to match, hailed him.",0.0,0.84,0.16,0.2263
"""Hello there, Patch.",0.0,1.0,0.0,0.0
"Ran over to call on you.""",0.0,1.0,0.0,0.0
"It was Bloeckman as always, infinitesimally improved, of subtler intonation, of more convincing ease.",0.0,0.554,0.446,0.8347
"""I'm awfully glad you did.""",0.0,0.548,0.452,0.5095
"Anthony raised his voice to a vinecovered window ""Gloria!",0.0,1.0,0.0,0.0
"We've got a visitor!""",0.0,1.0,0.0,0.0
"""I'm in the tub,"" wailed Gloria politely.",0.0,1.0,0.0,0.0
With a smile the two men acknowledged the triumph of her alibi.,0.0,0.616,0.384,0.6808
"""She'll be down.",0.0,1.0,0.0,0.0
Come round here on the sideporch.,0.0,1.0,0.0,0.0
Like a drink?,0.0,0.286,0.714,0.3612
"Gloria's always in the tubgood third of every day.""",0.0,1.0,0.0,0.0
"""Pity she doesn't live on the Sound.""",0.268,0.732,0.0,-0.296
"""Can't afford it.""",0.0,1.0,0.0,0.0
"As coming from Adam Patch's grandson, Bloeckman took this as a form of pleasantry.",0.0,0.8,0.2,0.4588
"After fifteen minutes filled with estimable brilliancies, Gloria appeared, fresh in starched yellow, bringing atmosphere and an increase of vitality.",0.0,0.611,0.389,0.8481
"""I want to be a successful sensation in the movies,"" she announced.",0.0,0.638,0.362,0.6249
"""I hear that Mary Pickford makes a million dollars annually.""",0.0,1.0,0.0,0.0
"""You could, you know,"" said Bloeckman.",0.0,1.0,0.0,0.0
"""I think you'd film very well.""",0.0,1.0,0.0,0.0
"""Would you let me, Anthony?",0.0,1.0,0.0,0.0
"If I only play unsophisticated rles?""",0.289,0.395,0.316,0.0516
"As the conversation continued in stilted commas, Anthony wondered that to him and Bloeckman both this girl had once been the most stimulating, the most tonic personality they had ever knownand now the three sat like overoiled machines, without conflict, without fear, without elation, heavily enamelled little figures secure beyond enjoyment in a world where death and war, dull emotion and noble savagery were covering a continent with the smoke of terror.",0.207,0.601,0.192,-0.5278
"In a moment he would call Tana and they would pour into themselves a gay and delicate poison which would restore them momentarily to the pleasurable excitement of childhood, when every face in a crowd had carried its suggestion of splendid and significant transactions taking place somewhere to some magnificent and illimitable purpose.... Life was no more than this summer afternoon a faint wind stirring the lace collar of Gloria's dress the slow baking drowsiness of the veranda.... Intolerably unmoved they all seemed, removed from any romantic imminency of action.",0.055,0.731,0.214,0.9382
"Even Gloria's beauty needed wild emotions, needed poignancy, needed death.... ""... Any day next week,"" Bloeckman was saying to Gloria.",0.0,0.833,0.167,0.5859
"""Heretake this card.",0.0,1.0,0.0,0.0
"What they do is to give you a test of about three hundred feet of film, and they can tell pretty accurately from that.""",0.0,0.873,0.127,0.4939
"""How about Wednesday?""",0.0,1.0,0.0,0.0
"""Wednesday's fine.",0.0,0.357,0.643,0.2023
"Just phone me and I'll go around with you"" He was on his feet, shaking hands brisklythen his car was a wraith of dust down the road.",0.064,0.936,0.0,-0.1779
Anthony turned to his wife in bewilderment.,0.0,1.0,0.0,0.0
"""Why, Gloria!""",0.0,1.0,0.0,0.0
"""You don't mind if I have a trial, Anthony.",0.0,1.0,0.0,0.0
Just a trial?,0.0,1.0,0.0,0.0
"I've got to go to town Wednesday, anyhow.""",0.0,1.0,0.0,0.0
"""But it's so silly!",0.0,0.597,0.403,0.2567
"You don't want to go into the moviesmoon around a studio all day with a lot of cheap chorus people.""",0.067,0.933,0.0,-0.0572
"""Lot of mooning around Mary Pickford does!""",0.0,1.0,0.0,0.0
"""Everybody isn't a Mary Pickford.""",0.0,1.0,0.0,0.0
"""Well, I can't see how you'd object to my trying.""",0.0,1.0,0.0,0.0
"""I do, though.",0.0,1.0,0.0,0.0
"I hate actors.""",0.787,0.213,0.0,-0.5719
"""Oh, you make me tired.",0.42,0.58,0.0,-0.4404
"Do you imagine I have a very thrilling time dozing on this damn porch?""",0.189,0.605,0.205,0.069
"""You wouldn't mind if you loved me.""",0.0,0.606,0.394,0.5994
"""Of course I love you,"" she said impatiently, making out a quick case for herself.",0.151,0.615,0.235,0.3612
"""It's just because I do that I hate to see you go to pieces by just lying around and saying you ought to work.",0.262,0.738,0.0,-0.7964
"Perhaps if I did go into this for a while it'd stir you up so you'd do something.""",0.0,1.0,0.0,0.0
"""It's just your craving for excitement, that's all it is.""",0.0,0.738,0.262,0.4939
"""Maybe it is!",0.0,1.0,0.0,0.0
"It's a perfectly natural craving, isn't it?""",0.0,0.374,0.626,0.7717
"""Well, I'll tell you one thing.",0.0,1.0,0.0,0.0
"If you go to the movies I'm going to Europe.""",0.0,1.0,0.0,0.0
"""Well, go on then!",0.0,1.0,0.0,0.0
"I'm not stopping you!""",0.0,0.633,0.367,0.1867
To show she was not stopping him she melted into melancholy tears.,0.315,0.59,0.095,-0.5197
"Together they marshalled the armies of sentimentwords, kisses, endearments, selfreproaches.",0.0,0.732,0.268,0.5106
They attained nothing.,0.0,1.0,0.0,0.0
Inevitably they attained nothing.,0.0,1.0,0.0,0.0
"Finally, in a burst of gargantuan emotion each of them sat down and wrote a letter.",0.0,1.0,0.0,0.0
Anthony's was to his grandfather Gloria's was to Joseph Bloeckman.,0.0,1.0,0.0,0.0
It was a triumph of lethargy.,0.282,0.353,0.365,0.1779
"One day early in July Anthony, returned from an afternoon in New York, called upstairs to Gloria.",0.0,1.0,0.0,0.0
Receiving no answer he guessed she was asleep and so went into the pantry for one of the little sandwiches that were always prepared for them.,0.078,0.854,0.068,-0.0772
"He found Tana seated at the kitchen table before a miscellaneous assortment of odds and endscigarboxes, knives, pencils, the tops of cans, and some scraps of paper covered with elaborate figures and diagrams.",0.0,0.904,0.096,0.5106
"""What the devil you doing?""",0.524,0.476,0.0,-0.6597
demanded Anthony curiously.,0.487,0.513,0.0,-0.2263
Tana politely grinned.,0.0,0.488,0.512,0.2732
"""I show you,"" he exclaimed enthusiastically.",0.0,0.581,0.419,0.5574
"""I tell"" ""You making a doghouse?""",0.0,1.0,0.0,0.0
"""No, sa.""",0.0,1.0,0.0,0.0
Tana grinned again.,0.0,0.488,0.512,0.2732
"""Make typewutta.""",0.0,1.0,0.0,0.0
"""Typewriter?""",0.0,1.0,0.0,0.0
"""Yes, sa.",0.0,1.0,0.0,0.0
"I think, oh all time I think, lie in bed think 'bout typewutta.""",0.0,1.0,0.0,0.0
"""So you thought you'd make one, eh?""",0.0,1.0,0.0,0.0
"""Wait.",0.0,1.0,0.0,0.0
"I tell.""",0.0,1.0,0.0,0.0
"Anthony, munching a sandwich, leaned leisurely against the sink.",0.0,1.0,0.0,0.0
Tana opened and closed his mouth several times as though testing its capacity for action.,0.0,1.0,0.0,0.0
"Then with a rush he began ""I been thinktypewuttahas, oh, many many many many thing.",0.0,1.0,0.0,0.0
"Oh many many many many.""",0.0,1.0,0.0,0.0
"""Many keys.",0.0,1.0,0.0,0.0
"I see.""",0.0,1.0,0.0,0.0
"""Noo?",0.0,1.0,0.0,0.0
Yeskey!,0.0,1.0,0.0,0.0
Many many many many lettah.,0.0,1.0,0.0,0.0
"Like so abc.""",0.0,0.444,0.556,0.3612
"""Yes, you're right.""",0.0,1.0,0.0,0.0
"""Wait.",0.0,1.0,0.0,0.0
"I tell.""",0.0,1.0,0.0,0.0
"He screwed his face up in a tremendous effort to express himself ""I been thinkmany wordsend same.",0.176,0.824,0.0,-0.4939
"Like ing.""",0.0,0.286,0.714,0.3612
"""You bet.",0.0,1.0,0.0,0.0
"A whole raft of them.""",0.0,1.0,0.0,0.0
"""SoI maketypewuttaquick.",0.0,1.0,0.0,0.0
"Not so many lettah"" ""That's a great idea, Tana.",0.0,0.631,0.369,0.6249
Save time.,0.0,0.238,0.762,0.4939
You'll make a fortune.,0.0,1.0,0.0,0.0
Press one key and there's 'ing.',0.0,1.0,0.0,0.0
"Hope you work it out.""",0.0,0.58,0.42,0.4404
Tana laughed disparagingly.,0.0,0.4,0.6,0.4588
"""Wait.",0.0,1.0,0.0,0.0
"I tell"" ""Where's Mrs.",0.0,1.0,0.0,0.0
"Patch?""",0.0,1.0,0.0,0.0
"""She out.",0.0,1.0,0.0,0.0
"Wait, I tell"" Again he screwed up his face for action.",0.262,0.738,0.0,-0.4939
"""My typewutta"" ""Where is she?""",0.0,1.0,0.0,0.0
"""HereI make.""",0.0,1.0,0.0,0.0
He pointed to the miscellany of junk on the table.,0.0,1.0,0.0,0.0
"""I mean Mrs.",0.0,1.0,0.0,0.0
"Patch.""",0.0,1.0,0.0,0.0
"""She out.""",0.0,1.0,0.0,0.0
Tana reassured him.,0.0,0.426,0.574,0.4019
"""She be back five o'clock, she say.""",0.0,1.0,0.0,0.0
"""Down in the village?""",0.0,1.0,0.0,0.0
"""No.",0.0,1.0,0.0,0.0
Went off before lunch.,0.0,1.0,0.0,0.0
She go Mr.,0.0,1.0,0.0,0.0
"Bloeckman.""",0.0,1.0,0.0,0.0
Anthony started.,0.0,1.0,0.0,0.0
"""Went out with Mr.",0.0,1.0,0.0,0.0
"Bloeckman?""",0.0,1.0,0.0,0.0
"""She be back five.""",0.0,1.0,0.0,0.0
"Without a word Anthony left the kitchen with Tana's disconsolate ""I tell"" trailing after him.",0.202,0.798,0.0,-0.5106
"So this was Gloria's idea of excitement, by God!",0.0,0.556,0.444,0.68
His fists were clenched within a moment he had worked himself up to a tremendous pitch of indignation.,0.185,0.815,0.0,-0.5267
He went to the door and looked out there was no car in sight and his watch stood at four minutes of five.,0.091,0.909,0.0,-0.296
With furious energy he dashed down to the end of the pathas far as the bend of the road a mile off he could see no carexceptbut it was a farmer's flivver.,0.169,0.771,0.06,-0.5859
"Then, in an undignified pursuit of dignity, he rushed back to the shelter of the house as quickly as he had rushed out.",0.0,0.891,0.109,0.4019
"Pacing up and down the living room he began an angry rehearsal of the speech he would make to her when she came in ""So this is love!""",0.117,0.883,0.0,-0.5562
"he would beginor no, it sounded too much like the popular phrase ""So this is Paris!""",0.106,0.625,0.269,0.5255
"He must be dignified, hurt, grieved.",0.508,0.238,0.254,-0.4939
"Anyhow""So this is what you do when I have to go up and trot all day around the hot city on business.",0.0,1.0,0.0,0.0
No wonder I can't write!,0.454,0.546,0.0,-0.3595
"No wonder I don't dare let you out of my sight!""",0.217,0.783,0.0,-0.3595
"He was expanding now, warming to his subject.",0.0,0.814,0.186,0.1531
"""I'll tell you,"" he continued, ""I'll tell you"" He paused, catching a familiar ring in the wordsthen he realizedit was Tana's ""I tell.""",0.0,1.0,0.0,0.0
Yet Anthony neither laughed nor seemed absurd to himself.,0.237,0.763,0.0,-0.357
"To his frantic imagination it was already sixseveneight, and she was never coming!",0.21,0.79,0.0,-0.4926
Bloeckman finding her bored and unhappy had persuaded her to go to California with him....,0.274,0.726,0.0,-0.5994
"There was a great todo out in front, a joyous ""Yoho, Anthony!""",0.0,0.485,0.515,0.8588
"and he rose trembling, weakly happy to see her fluttering up the path.",0.279,0.526,0.195,-0.1531
"Bloeckman was following, cap in hand.",0.0,0.61,0.39,0.4939
"""Dearest!""",0.0,1.0,0.0,0.0
she cried.,0.722,0.278,0.0,-0.3818
"""We've been for the best jauntall over New York State.""",0.0,0.682,0.318,0.6369
"""I'll have to be starting home,"" said Bloeckman, almost immediately.",0.0,1.0,0.0,0.0
"""Wish you'd both been here when I came.""",0.0,0.69,0.31,0.4019
"""I'm sorry I wasn't,"" answered Anthony dryly.",0.206,0.794,0.0,-0.0772
When he had departed Anthony hesitated.,0.315,0.685,0.0,-0.3182
"The fear was gone from his heart, yet he felt that some protest was ethically apropos.",0.271,0.729,0.0,-0.6369
Gloria resolved his uncertainty.,0.393,0.328,0.279,-0.1779
"""I knew you wouldn't mind.",0.0,1.0,0.0,0.0
He came just before lunch and said he had to go to Garrison on business and wouldn't I go with him.,0.0,1.0,0.0,0.0
"He looked so lonesome, Anthony.",0.448,0.552,0.0,-0.5009
"And I drove his car all the way.""",0.0,1.0,0.0,0.0
"Listlessly Anthony dropped into a chair, his mind tiredtired with nothing, tired with everything, with the world's weight he had never chosen to bear.",0.0,0.901,0.099,0.3412
He was ineffectual and vaguely helpless here as he had always been.,0.342,0.658,0.0,-0.6369
"One of those personalities who, in spite of all their words, are inarticulate, he seemed to have inherited only the vast tradition of human failurethat, and the sense of death.",0.207,0.793,0.0,-0.8074
"""I suppose I don't care,"" he answered.",0.0,1.0,0.0,0.0
"One must be broad about these things, and Gloria being young, being beautiful, must have reasonable privileges.",0.0,0.698,0.302,0.7579
Yet it wearied him that he failed to understand.,0.292,0.708,0.0,-0.5106
WINTER She rolled over on her back and lay still for a moment in the great bed watching the February sun suffer one last attenuated refinement in its passage through the leaded panes into the room.,0.086,0.813,0.101,0.1531
"For a time she had no accurate sense of her whereabouts or of the events of the day before, or the day before that then, like a suspended pendulum, memory began to beat out its story, releasing with each swing a burdened quota of time until her life was given back to her.",0.142,0.814,0.044,-0.6705
"She could hear, now, Anthony's troubled breathing beside her she could smell whiskey and cigarette smoke.",0.167,0.833,0.0,-0.4588
"She noticed that she lacked complete muscular control when she moved it was not a sinuous motion with the resultant strain distributed easily over her bodyit was a tremendous effort of her nervous system as though each time she were hypnotizing herself into performing an impossible action.... She was in the bathroom, brushing her teeth to get rid of that intolerable taste then back by the bedside listening to the rattle of Bounds's key in the outer door.",0.042,0.928,0.03,0.0258
"""Wake up, Anthony!""",0.0,1.0,0.0,0.0
she said sharply.,0.0,1.0,0.0,0.0
She climbed into bed beside him and closed her eyes.,0.0,1.0,0.0,0.0
Almost the last thing she remembered was a conversation with Mr. and Mrs. Lacy.,0.0,1.0,0.0,0.0
"Mrs. Lacy had said, ""Sure you don't want us to get you a taxi?""",0.084,0.757,0.158,0.2681
and Anthony had replied that he guessed they could walk over to Fifth all right.,0.0,1.0,0.0,0.0
"Then they had both attempted, imprudently, to bowand collapsed absurdly into a battalion of empty milk bottles just outside the door.",0.178,0.822,0.0,-0.4404
There must have been two dozen milk bottles standing openmouthed in the dark.,0.0,1.0,0.0,0.0
She could conceive of no plausible explanation of those milk bottles.,0.18,0.82,0.0,-0.296
Perhaps they had been attracted by the singing in the Lacy house and had hurried over agape with wonder to see the fun.,0.0,0.775,0.225,0.7269
"Well, they'd had the worst of itthough it seemed that she and Anthony never would get up, the perverse things rolled so....",0.246,0.679,0.075,-0.7003
"Still, they had found a taxi.",0.0,1.0,0.0,0.0
"""My meter's broken and it'll cost you a dollar and a half to get home,"" said the taxi driver.",0.162,0.838,0.0,-0.4767
"""Well,"" said Anthony, ""I'm young Packy McFarland and if you'll come down here I'll beat you till you can't stand up.""",0.0,1.0,0.0,0.0
...At that point the man had driven off without them.,0.0,1.0,0.0,0.0
"They must have found another taxi, for they were in the apartment.... ""What time is it?""",0.0,1.0,0.0,0.0
"Anthony was sitting up in bed, staring at her with owlish precision.",0.0,1.0,0.0,0.0
This was obviously a rhetorical question.,0.0,1.0,0.0,0.0
Gloria could think of no reason why she should be expected to know the time.,0.136,0.864,0.0,-0.296
"""Golly, I feel like the devil!""",0.0,0.589,0.411,0.4199
muttered Anthony dispassionately.,0.0,1.0,0.0,0.0
"Relaxing, he tumbled back upon his pillow.",0.0,0.652,0.348,0.4939
"""Bring on your grim reaper!""",0.499,0.501,0.0,-0.6114
"""Anthony, how'd we finally get home last night?""",0.0,1.0,0.0,0.0
"""Taxi.""",0.0,1.0,0.0,0.0
"""Oh!""",0.0,1.0,0.0,0.0
"Then, after a pause ""Did you put me to bed?""",0.0,1.0,0.0,0.0
