sentence,neg,neu,pos,compound
"They were a party of three on horsebackTom and a man named Sloane and a pretty woman in a brown ridinghabit, who had been there previously.",0.0,0.772,0.228,0.7096
"""I'm delighted to see you,"" said Gatsby, standing on his porch.",0.0,0.752,0.248,0.5106
"""I'm delighted that you dropped in.""",0.0,0.602,0.398,0.5106
As though they cared!,0.0,0.492,0.508,0.4753
"""Sit right down.",0.0,1.0,0.0,0.0
"Have a cigarette or a cigar.""",0.0,1.0,0.0,0.0
"He walked around the room quickly, ringing bells.",0.0,1.0,0.0,0.0
"""I'll have something to drink for you in just a minute.""",0.0,1.0,0.0,0.0
He was profoundly affected by the fact that Tom was there.,0.138,0.862,0.0,-0.1531
"But he would be uneasy anyhow until he had given them something, realizing in a vague way that that was all they came for.",0.192,0.808,0.0,-0.6124
Mr. Sloane wanted nothing.,0.0,1.0,0.0,0.0
A lemonade?,0.0,1.0,0.0,0.0
"No, thanks.",0.431,0.0,0.569,0.1779
A little champagne?,0.0,0.344,0.656,0.228
"Nothing at all, thanks  I'm sorry ""Did you have a nice ride?""",0.255,0.551,0.193,0.0243
"""Very good roads around here.""",0.0,0.556,0.444,0.4927
"""I suppose the automobiles"" ""Yeah.""",0.0,1.0,0.0,0.0
"Moved by an irresistible impulse, Gatsby turned to Tom, who had accepted the introduction as a stranger.",0.0,0.757,0.243,0.5423
"""I believe we've met somewhere before, Mr.",0.0,1.0,0.0,0.0
"Buchanan.""",0.0,1.0,0.0,0.0
"""Oh, yes,"" said Tom, gruffly polite, but obviously not remembering.",0.0,1.0,0.0,0.0
"""So we did.",0.0,1.0,0.0,0.0
"I remember very well.""",0.0,1.0,0.0,0.0
"""About two weeks ago.""",0.0,1.0,0.0,0.0
"""That's right.",0.0,1.0,0.0,0.0
"You were with Nick here.""",0.0,1.0,0.0,0.0
"""I know your wife,"" continued Gatsby, almost aggressively.",0.223,0.777,0.0,-0.2516
"""That so?""",0.0,1.0,0.0,0.0
Tom turned to me.,0.0,1.0,0.0,0.0
"""You live near here, Nick?""",0.0,1.0,0.0,0.0
"""Next door.""",0.0,1.0,0.0,0.0
"""That so?""",0.0,1.0,0.0,0.0
"Mr. Sloane didn't enter into the conversation, but lounged back haughtily in his chair the woman said nothing eitheruntil unexpectedly, after two highballs, she became cordial.",0.0,1.0,0.0,0.0
"""We'll all come over to your next party, Mr. Gatsby,"" she suggested.",0.0,0.803,0.197,0.4019
"""What do you say?""",0.0,1.0,0.0,0.0
"""Certainly I'd be delighted to have you.""",0.0,0.467,0.533,0.6908
"""Be ver' nice,"" said Mr. Sloane, without gratitude.",0.278,0.722,0.0,-0.4023
"""Wellthink ought to be starting home.""",0.0,1.0,0.0,0.0
"""Please don't hurry,"" Gatsby urged them.",0.0,0.685,0.315,0.3182
"He had control of himself now, and he wanted to see more of Tom.",0.0,1.0,0.0,0.0
"""Why don't youwhy don't you stay for supper?",0.0,1.0,0.0,0.0
"I wouldn't be surprised if some other people dropped in from New York.""",0.132,0.868,0.0,-0.1695
"""You come to supper with me,"" said the lady enthusiastically.",0.0,0.714,0.286,0.5574
"""Both of you.""",0.0,1.0,0.0,0.0
This included me.,0.0,1.0,0.0,0.0
Mr. Sloane got to his feet.,0.0,1.0,0.0,0.0
"""Come along,"" he saidbut to her only.",0.0,1.0,0.0,0.0
"""I mean it,"" she insisted.",0.0,1.0,0.0,0.0
"""I'd love to have you.",0.0,0.488,0.512,0.6369
"Lots of room.""",0.0,1.0,0.0,0.0
Gatsby looked at me questioningly.,0.0,1.0,0.0,0.0
He wanted to go and he didn't see that Mr. Sloane had determined he shouldn't.,0.0,0.854,0.146,0.34
"""I'm afraid I won't be able to,"" I said.",0.0,1.0,0.0,0.0
"""Well, you come,"" she urged, concentrating on Gatsby.",0.0,1.0,0.0,0.0
Mr. Sloane murmured something close to her ear.,0.0,1.0,0.0,0.0
"""We won't be late if we start now,"" she insisted aloud.",0.0,1.0,0.0,0.0
"""I haven't got a horse,"" said Gatsby.",0.0,1.0,0.0,0.0
"""I used to ride in the army, but I've never bought a horse.",0.0,1.0,0.0,0.0
I'll have to follow you in my car.,0.0,1.0,0.0,0.0
"Excuse me for just a minute.""",0.0,0.755,0.245,0.0772
"The rest of us walked out on the porch, where Sloane and the lady began an impassioned conversation aside.",0.0,1.0,0.0,0.0
"""My God, I believe the man's coming,"" said Tom.",0.0,0.769,0.231,0.2732
"""Doesn't he know she doesn't want him?""",0.169,0.831,0.0,-0.0572
"""She says she does want him.""",0.0,0.794,0.206,0.0772
"""She has a big dinner party and he won't know a soul there.""",0.0,0.787,0.213,0.4019
He frowned.,0.0,1.0,0.0,0.0
"""I wonder where in the devil he met Daisy.",0.355,0.645,0.0,-0.6597
"By God, I may be oldfashioned in my ideas, but women run around too much these days to suit me.",0.0,0.921,0.079,0.1406
"They meet all kinds of crazy fish.""",0.286,0.714,0.0,-0.34
Suddenly Mr. Sloane and the lady walked down the steps and mounted their horses.,0.0,1.0,0.0,0.0
"""Come on,"" said Mr. Sloane to Tom, ""we're late.",0.0,1.0,0.0,0.0
"We've got to go.""",0.0,1.0,0.0,0.0
"And then to me ""Tell him we couldn't wait, will you?""",0.0,1.0,0.0,0.0
"Tom and I shook hands, the rest of us exchanged a cool nod, and they trotted quickly down the drive, disappearing under the August foliage just as Gatsby, with hat and light overcoat in hand, came out the front door.",0.033,0.835,0.131,0.6249
"Tom was evidently perturbed at Daisy's running around alone, for on the following Saturday night he came with her to Gatsby's party.",0.169,0.728,0.103,-0.1779
Perhaps his presence gave the evening its peculiar quality of oppressivenessit stands out in my memory from Gatsby's other parties that summer.,0.0,0.823,0.177,0.5106
"There were the same people, or at least the same sort of people, the same profusion of champagne, the same manycoloured, manykeyed commotion, but I felt an unpleasantness in the air, a pervading harshness that hadn't been there before.",0.0,0.957,0.043,0.1531
"Or perhaps I had merely grown used to it, grown to accept West Egg as a world complete in itself, with its own standards and its own great figures, second to nothing because it had no consciousness of being so, and now I was looking at it again, through Daisy's eyes.",0.041,0.835,0.124,0.6705
It is invariably saddening to look through new eyes at things upon which you have expended your own powers of adjustment.,0.138,0.862,0.0,-0.4939
"They arrived at twilight, and, as we strolled out among the sparkling hundreds, Daisy's voice was playing murmurous tricks in her throat.",0.061,0.776,0.163,0.3612
"""These things excite me so,"" she whispered.",0.0,0.659,0.341,0.4767
"""If you want to kiss me any time during the evening, Nick, just let me know and I'll be glad to arrange it for you.",0.0,0.756,0.244,0.7269
Just mention my name.,0.0,1.0,0.0,0.0
Or present a green card.,0.0,1.0,0.0,0.0
"I'm giving out green"" ""Look around,"" suggested Gatsby.",0.0,0.745,0.255,0.34
"""I'm looking around.",0.0,1.0,0.0,0.0
"I'm having a marvellous"" ""You must see the faces of many people you've heard about.""",0.0,1.0,0.0,0.0
Tom's arrogant eyes roamed the crowd.,0.39,0.61,0.0,-0.4939
"""We don't go around very much,"" he said ""in fact, I was just thinking I don't know a soul here.""",0.0,1.0,0.0,0.0
"""Perhaps you know that lady.""",0.0,1.0,0.0,0.0
"Gatsby indicated a gorgeous, scarcely human orchid of a woman who sat in state under a whiteplum tree.",0.0,0.778,0.222,0.6124
"Tom and Daisy stared, with that peculiarly unreal feeling that accompanies the recognition of a hitherto ghostly celebrity of the movies.",0.067,0.861,0.072,0.0258
"""She's lovely,"" said Daisy.",0.0,1.0,0.0,0.0
"""The man bending over her is her director.""",0.0,1.0,0.0,0.0
"He took them ceremoniously from group to group ""Mrs. Buchanan  and Mr. Buchanan"" After an instant's hesitation he added ""the polo player.""",0.091,0.909,0.0,-0.2732
"""Oh no,"" objected Tom quickly, ""not me.""",0.0,1.0,0.0,0.0
"But evidently the sound of it pleased Gatsby for Tom remained ""the polo player"" for the rest of the evening.",0.0,0.832,0.168,0.5927
"""I've never met so many celebrities,"" Daisy exclaimed.",0.0,1.0,0.0,0.0
"""I liked that manwhat was his name?with the sort of blue nose.""",0.0,0.797,0.203,0.4215
"Gatsby identified him, adding that he was a small producer.",0.0,1.0,0.0,0.0
"""Well, I liked him anyhow.""",0.0,0.517,0.483,0.4215
"""I'd a little rather not be the polo player,"" said Tom pleasantly, ""I'd rather look at all these famous people inin oblivion.""",0.0,0.866,0.134,0.4767
Daisy and Gatsby danced.,0.0,1.0,0.0,0.0
"I remember being surprised by his graceful, conservative foxtrotI had never seen him dance before.",0.0,0.71,0.29,0.5994
"Then they sauntered over to my house and sat on the steps for half an hour, while at her request I remained watchfully in the garden.",0.0,1.0,0.0,0.0
"""In case there's a fire or a flood,"" she explained, ""or any act of God.""",0.167,0.833,0.0,-0.34
Tom appeared from his oblivion as we were sitting down to supper together.,0.0,1.0,0.0,0.0
"""Do you mind if I eat with some people over here?""",0.0,1.0,0.0,0.0
he said.,0.0,1.0,0.0,0.0
"""A fellow's getting off some funny stuff.""",0.0,0.674,0.326,0.4404
"""Go ahead,"" answered Daisy genially, ""and if you want to take down any addresses here's my little gold pencil.""",0.0,0.933,0.067,0.0772
"She looked around after a moment and told me the girl was ""common but pretty,"" and I knew that except for the halfhour she'd been alone with Gatsby she wasn't having a good time.",0.162,0.838,0.0,-0.6817
We were at a particularly tipsy table.,0.0,1.0,0.0,0.0
"That was my faultGatsby had been called to the phone, and I'd enjoyed these same people only two weeks before.",0.0,0.852,0.148,0.5106
But what had amused me then turned septic on the air now.,0.0,0.748,0.252,0.5719
"""How do you feel, Miss Baedeker?""",0.242,0.758,0.0,-0.1531
"The girl addressed was trying, unsuccessfully, to slump against my shoulder.",0.213,0.787,0.0,-0.4019
At this inquiry she sat up and opened her eyes.,0.0,1.0,0.0,0.0
"""Wha'?""",0.0,1.0,0.0,0.0
"A massive and lethargic woman, who had been urging Daisy to play golf with her at the local club tomorrow, spoke in Miss Baedeker's defence ""Oh, she's all right now.",0.117,0.767,0.117,0.0
When she's had five or six cocktails she always starts screaming like that.,0.161,0.683,0.155,-0.0258
"I tell her she ought to leave it alone.""",0.146,0.854,0.0,-0.0516
"""I do leave it alone,"" affirmed the accused hollowly.",0.327,0.673,0.0,-0.34
"""We heard you yelling, so I said to Doc Civet here 'There's somebody that needs your help, Doc.'",0.0,0.856,0.144,0.4019
""" ""She's much obliged, I'm sure,"" said another friend, without gratitude, ""but you got her dress all wet when you stuck her head in the pool.""",0.153,0.773,0.074,-0.3074
"""Anything I hate is to get my head stuck in a pool,"" mumbled Miss Baedeker.",0.422,0.578,0.0,-0.743
"""They almost drowned me once over in New Jersey.""",0.311,0.689,0.0,-0.5584
"""Then you ought to leave it alone,"" countered Doctor Civet.",0.118,0.882,0.0,-0.0516
"""Speak for yourself!""",0.0,1.0,0.0,0.0
cried Miss Baedeker violently.,0.889,0.111,0.0,-0.7906
"""Your hand shakes.",0.0,0.385,0.615,0.4939
"I wouldn't let you operate on me!""",0.0,1.0,0.0,0.0
It was like that.,0.0,0.545,0.455,0.3612
Almost the last thing I remember was standing with Daisy and watching the movingpicture director and his Star.,0.0,1.0,0.0,0.0
"They were still under the whiteplum tree and their faces were touching except for a pale, thin ray of moonlight between.",0.0,1.0,0.0,0.0
"It occurred to me that he had been very slowly bending toward her all evening to attain this proximity, and even while I watched I saw him stoop one ultimate degree and kiss at her cheek.",0.0,0.922,0.078,0.4215
"""I like her,"" said Daisy, ""I think she's lovely.""",0.0,0.762,0.238,0.3612
But the rest offended herand inarguably because it wasn't a gesture but an emotion.,0.172,0.828,0.0,-0.3612
"She was appalled by West Egg, this unprecedented ""place"" that Broadway had begotten upon a Long Island fishing villageappalled by its raw vigour that chafed under the old euphemisms and by the too obtrusive fate that herded its inhabitants along a shortcut from nothing to nothing.",0.064,0.896,0.041,-0.2732
She saw something awful in the very simplicity she failed to understand.,0.396,0.604,0.0,-0.7624
I sat on the front steps with them while they waited for their car.,0.0,1.0,0.0,0.0
It was dark here in front only the bright door sent ten square feet of light volleying out into the soft black morning.,0.0,0.884,0.116,0.4404
"Sometimes a shadow moved against a dressingroom blind above, gave way to another shadow, an indefinite procession of shadows, who rouged and powdered in an invisible glass.",0.101,0.899,0.0,-0.4019
"""Who is this Gatsby anyhow?""",0.0,1.0,0.0,0.0
demanded Tom suddenly.,0.487,0.513,0.0,-0.2263
"""Some big bootlegger?""",0.0,1.0,0.0,0.0
"""Where'd you hear that?""",0.0,1.0,0.0,0.0
I inquired.,0.0,1.0,0.0,0.0
"""I didn't hear it.",0.0,1.0,0.0,0.0
I imagined it.,0.0,1.0,0.0,0.0
"A lot of these newly rich people are just big bootleggers, you know.""",0.0,0.753,0.247,0.5574
"""Not Gatsby,"" I said shortly.",0.0,1.0,0.0,0.0
He was silent for a moment.,0.0,1.0,0.0,0.0
The pebbles of the drive crunched under his feet.,0.0,1.0,0.0,0.0
"""Well, he certainly must have strained himself to get this menagerie together.""",0.179,0.662,0.159,-0.0772
A breeze stirred the grey haze of Daisy's fur collar.,0.0,0.87,0.13,0.0516
"""At least they are more interesting than the people we know,"" she said with an effort.",0.0,0.834,0.166,0.4576
"""You didn't look so interested.""",0.0,1.0,0.0,0.0
"""Well, I was.""",0.0,1.0,0.0,0.0
Tom laughed and turned to me.,0.0,0.625,0.375,0.4588
"""Did you notice Daisy's face when that girl asked her to put her under a cold shower?""",0.0,1.0,0.0,0.0
"Daisy began to sing with the music in a husky, rhythmic whisper, bringing out a meaning in each word that it had never had before and would never have again.",0.0,1.0,0.0,0.0
"When the melody rose her voice broke up sweetly, following it, in a way contralto voices have, and each change tipped out a little of her warm human magic upon the air.",0.081,0.782,0.137,0.235
"""Lots of people come who haven't been invited,"" she said suddenly.",0.0,1.0,0.0,0.0
"""That girl hadn't been invited.",0.0,1.0,0.0,0.0
"They simply force their way in and he's too polite to object.""",0.0,1.0,0.0,0.0
"""I'd like to know who he is and what he does,"" insisted Tom.",0.0,0.828,0.172,0.3612
"""And I think I'll make a point of finding out.""",0.0,1.0,0.0,0.0
"""I can tell you right now,"" she answered.",0.0,1.0,0.0,0.0
"""He owned some drugstores, a lot of drugstores.",0.0,1.0,0.0,0.0
"He built them up himself.""",0.0,1.0,0.0,0.0
The dilatory limousine came rolling up the drive.,0.0,1.0,0.0,0.0
"""Good night, Nick,"" said Daisy.",0.0,0.58,0.42,0.4404
"Her glance left me and sought the lighted top of the steps, where ""Three O'Clock in the Morning,"" a neat, sad little waltz of that year, was drifting out the open door.",0.086,0.78,0.134,0.1779
"After all, in the very casualness of Gatsby's party there were romantic possibilities totally absent from her world.",0.0,0.748,0.252,0.6597
What was it up there in the song that seemed to be calling her back inside?,0.0,1.0,0.0,0.0
"What would happen now in the dim, incalculable hours?",0.0,1.0,0.0,0.0
"Perhaps some unbelievable guest would arrive, a person infinitely rare and to be marvelled at, some authentically radiant young girl who with one fresh glance at Gatsby, one moment of magical encounter, would blot out those five years of unwavering devotion.",0.0,0.779,0.221,0.8481
I stayed late that night.,0.0,1.0,0.0,0.0
"Gatsby asked me to wait until he was free, and I lingered in the garden until the inevitable swimming party had run up, chilled and exalted, from the black beach, until the lights were extinguished in the guestrooms overhead.",0.0,0.857,0.143,0.7184
"When he came down the steps at last the tanned skin was drawn unusually tight on his face, and his eyes were bright and tired.",0.101,0.799,0.101,0.0
"""She didn't like it,"" he said immediately.",0.26,0.74,0.0,-0.2755
"""Of course she did.""",0.0,1.0,0.0,0.0
"""She didn't like it,"" he insisted.",0.297,0.703,0.0,-0.2755
"""She didn't have a good time.""",0.376,0.624,0.0,-0.3412
"He was silent, and I guessed at his unutterable depression.",0.316,0.684,0.0,-0.5719
"""I feel far away from her,"" he said.",0.0,1.0,0.0,0.0
"""It's hard to make her understand.""",0.219,0.781,0.0,-0.1027
"""You mean about the dance?""",0.0,1.0,0.0,0.0
"""The dance?""",0.0,1.0,0.0,0.0
He dismissed all the dances he had given with a snap of his fingers.,0.0,1.0,0.0,0.0
"""Old sport, the dance is unimportant.""",0.0,1.0,0.0,0.0
"He wanted nothing less of Daisy than that she should go to Tom and say ""I never loved you.""",0.149,0.851,0.0,-0.4847
After she had obliterated four years with that sentence they could decide upon the more practical measures to be taken.,0.138,0.804,0.058,-0.4215
"One of them was that, after she was free, they were to go back to Louisville and be married from her housejust as if it were five years ago.",0.0,0.895,0.105,0.5106
"""And she doesn't understand,"" he said.",0.0,1.0,0.0,0.0
"""She used to be able to understand.",0.0,1.0,0.0,0.0
"We'd sit for hours"" He broke off and began to walk up and down a desolate path of fruit rinds and discarded favours and crushed flowers.",0.252,0.66,0.088,-0.6369
"""I wouldn't ask too much of her,"" I ventured.",0.0,1.0,0.0,0.0
"""You can't repeat the past.""",0.0,1.0,0.0,0.0
"""Can't repeat the past?""",0.0,1.0,0.0,0.0
he cried incredulously.,0.565,0.435,0.0,-0.3818
"""Why of course you can!""",0.0,1.0,0.0,0.0
"He looked around him wildly, as if the past were lurking here in the shadow of his house, just out of reach of his hand.",0.054,0.791,0.155,0.4215
"""I'm going to fix everything just the way it was before,"" he said, nodding determinedly.",0.0,1.0,0.0,0.0
"""She'll see.""",0.0,1.0,0.0,0.0
"He talked a lot about the past, and I gathered that he wanted to recover something, some idea of himself perhaps, that had gone into loving Daisy.",0.0,0.86,0.14,0.5994
"His life had been confused and disordered since then, but if he could once return to a certain starting place and go over it all slowly, he could find out what that thing was   One autumn night, five years before, they had been walking down the street when the leaves were falling, and they came to a place where there were no trees and the sidewalk was white with moonlight.",0.087,0.877,0.036,-0.4019
They stopped here and turned toward each other.,0.213,0.787,0.0,-0.2263
Now it was a cool night with that mysterious excitement in it which comes at the two changes of the year.,0.0,0.766,0.234,0.6705
The quiet lights in the houses were humming out into the darkness and there was a stir and bustle among the stars.,0.091,0.909,0.0,-0.25
"Out of the corner of his eye Gatsby saw that the blocks of the sidewalks really formed a ladder and mounted to a secret place above the treeshe could climb to it, if he climbed alone, and once there he could suck on the pap of life, gulp down the incomparable milk of wonder.",0.122,0.878,0.0,-0.7003
His heart beat faster as Daisy's white face came up to his own.,0.0,1.0,0.0,0.0
"He knew that when he kissed this girl, and forever wed his unutterable visions to her perishable breath, his mind would never romp again like the mind of God.",0.063,0.742,0.196,0.5408
"So he waited, listening for a moment longer to the tuningfork that had been struck upon a star.",0.118,0.882,0.0,-0.25
Then he kissed her.,0.0,0.536,0.464,0.3818
At his lips' touch she blossomed for him like a flower and the incarnation was complete.,0.0,0.848,0.152,0.3612
"Through all he said, even through his appalling sentimentality, I was reminded of somethingan elusive rhythm, a fragment of lost words, that I had heard somewhere a long time ago.",0.16,0.767,0.073,-0.3818
"For a moment a phrase tried to take shape in my mouth and my lips parted like a dumb man's, as though there was more struggling upon them than a wisp of startled air.",0.221,0.711,0.068,-0.6801
"But they made no sound, and what I had almost remembered was uncommunicable forever.",0.189,0.811,0.0,-0.4215
"CHAPTER VII It was when curiosity about Gatsby was at its highest that the lights in his house failed to go on one Saturday nightand, as obscurely as it had begun, his career as Trimalchio was over.",0.084,0.916,0.0,-0.5106
Only gradually did I become aware that the automobiles which turned expectantly into his drive stayed for just a minute and then drove sulkily away.,0.0,1.0,0.0,0.0
Wondering if he were sick I went over to find outan unfamiliar butler with a villainous face squinted at me suspiciously from the door.,0.321,0.679,0.0,-0.8402
"""Is Mr. Gatsby sick?""",0.0,1.0,0.0,0.0
"""Nope.""",0.0,1.0,0.0,0.0
"After a pause he added ""sir"" in a dilatory, grudging way.",0.0,1.0,0.0,0.0
"""I hadn't seen him around, and I was rather worried.",0.216,0.784,0.0,-0.296
"Tell him Mr. Carraway came over.""",0.0,1.0,0.0,0.0
"""Who?""",0.0,1.0,0.0,0.0
he demanded rudely.,0.836,0.164,0.0,-0.6249
"""Carraway.""",0.0,1.0,0.0,0.0
"""Carraway.",0.0,1.0,0.0,0.0
"All right, I'll tell him.""",0.0,1.0,0.0,0.0
Abruptly he slammed the door.,0.0,1.0,0.0,0.0
"My Finn informed me that Gatsby had dismissed every servant in his house a week ago and replaced them with half a dozen others, who never went into West Egg village to be bribed by the tradesmen, but ordered moderate supplies over the telephone.",0.0,1.0,0.0,0.0
"The grocery boy reported that the kitchen looked like a pigsty, and the general opinion in the village was that the new people weren't servants at all.",0.0,0.909,0.091,0.3612
Next day Gatsby called me on the phone.,0.0,1.0,0.0,0.0
"""Going away?""",0.0,1.0,0.0,0.0
I inquired.,0.0,1.0,0.0,0.0
"""No, old sport.""",0.0,1.0,0.0,0.0
"""I hear you fired all your servants.""",0.375,0.625,0.0,-0.5574
"""I wanted somebody who wouldn't gossip.",0.0,0.767,0.233,0.1326
"Daisy comes over quite oftenin the afternoons.""",0.0,1.0,0.0,0.0
So the whole caravansary had fallen in like a card house at the disapproval in her eyes.,0.132,0.737,0.132,0.0
"""They're some people Wolfshiem wanted to do something for.",0.0,1.0,0.0,0.0
They're all brothers and sisters.,0.0,1.0,0.0,0.0
"They used to run a small hotel.""",0.0,1.0,0.0,0.0
"""I see.""",0.0,1.0,0.0,0.0
He was calling up at Daisy's requestwould I come to lunch at her house tomorrow?,0.0,1.0,0.0,0.0
Miss Baker would be there.,0.286,0.714,0.0,-0.1531
Half an hour later Daisy herself telephoned and seemed relieved to find that I was coming.,0.0,0.843,0.157,0.3818
Something was up.,0.0,1.0,0.0,0.0
And yet I couldn't believe that they would choose this occasion for a sceneespecially for the rather harrowing scene that Gatsby had outlined in the garden.,0.0,1.0,0.0,0.0
"The next day was broiling, almost the last, certainly the warmest, of the summer.",0.0,0.713,0.287,0.5908
"As my train emerged from the tunnel into sunlight, only the hot whistles of the National Biscuit Company broke the simmering hush at noon.",0.109,0.891,0.0,-0.4215
"The straw seats of the car hovered on the edge of combustion the woman next to me perspired delicately for a while into her white shirtwaist, and then, as her newspaper dampened under her fingers, lapsed despairingly into deep heat with a desolate cry.",0.133,0.825,0.042,-0.6486
Her pocketbook slapped to the floor.,0.0,1.0,0.0,0.0
"""Oh, my!""",0.0,1.0,0.0,0.0
she gasped.,0.0,1.0,0.0,0.0
"I picked it up with a weary bend and handed it back to her, holding it at arm's length and by the extreme tip of the corners to indicate that I had no designs upon itbut everyone near by, including the woman, suspected me just the same.",0.131,0.869,0.0,-0.6369
"""Hot!""",0.0,1.0,0.0,0.0
said the conductor to familiar faces.,0.0,1.0,0.0,0.0
"""Some weather!",0.0,1.0,0.0,0.0
Hot!,0.0,1.0,0.0,0.0
Hot!,0.0,1.0,0.0,0.0
Hot!,0.0,1.0,0.0,0.0
Is it hot enough for you?,0.0,1.0,0.0,0.0
Is it hot?,0.0,1.0,0.0,0.0
"Is it  ?""",0.0,1.0,0.0,0.0
My commutation ticket came back to me with a dark stain from his hand.,0.0,0.789,0.211,0.4939
"That anyone should care in this heat whose flushed lips he kissed, whose head made damp the pyjama pocket over his heart!",0.0,0.767,0.233,0.7263
"Through the hall of the Buchanans' house blew a faint wind, carrying the sound of the telephone bell out to Gatsby and me as we waited at the door.",0.0,1.0,0.0,0.0
"""The master's body?""",0.0,1.0,0.0,0.0
roared the butler into the mouthpiece.,0.0,1.0,0.0,0.0
"""I'm sorry, madame, but we can't furnish itit's far too hot to touch this noon!""",0.093,0.907,0.0,-0.1134
"What he really said was ""Yes  Yes  I'll see.""",0.0,0.541,0.459,0.712
"He set down the receiver and came toward us, glistening slightly, to take our stiff straw hats.",0.0,1.0,0.0,0.0
"""Madame expects you in the salon!""",0.0,1.0,0.0,0.0
"he cried, needlessly indicating the direction.",0.342,0.658,0.0,-0.3818
In this heat every extra gesture was an affront to the common store of life.,0.0,1.0,0.0,0.0
"The room, shadowed well with awnings, was dark and cool.",0.0,0.645,0.355,0.5267
"Daisy and Jordan lay upon an enormous couch, like silver idols weighing down their own white dresses against the singing breeze of the fans.",0.0,0.902,0.098,0.3612
"""We can't move,"" they said together.",0.0,1.0,0.0,0.0
"Jordan's fingers, powdered white over their tan, rested for a moment in mine.",0.0,1.0,0.0,0.0
"""And Mr. Thomas Buchanan, the athlete?""",0.0,1.0,0.0,0.0
I inquired.,0.0,1.0,0.0,0.0
"Simultaneously I heard his voice, gruff, muffled, husky, at the hall telephone.",0.0,1.0,0.0,0.0
Gatsby stood in the centre of the crimson carpet and gazed around with fascinated eyes.,0.0,0.819,0.181,0.4767
"Daisy watched him and laughed, her sweet, exciting laugh a tiny gust of powder rose from her bosom into the air.",0.0,0.556,0.444,0.9153
"""The rumour is,"" whispered Jordan, ""that that's Tom's girl on the telephone.""",0.0,1.0,0.0,0.0
We were silent.,0.0,1.0,0.0,0.0
"The voice in the hall rose high with annoyance ""Very well, then, I won't sell you the car at all  I'm under no obligations to you at all  and as for your bothering me about it at lunch time, I won't stand that at all!""",0.152,0.799,0.049,-0.6122
"""Holding down the receiver,"" said Daisy cynically.",0.277,0.723,0.0,-0.3182
"""No, he's not,"" I assured her.",0.0,0.615,0.385,0.3612
"""It's a bonafide deal.",0.0,1.0,0.0,0.0
"I happen to know about it.""",0.0,1.0,0.0,0.0
"Tom flung open the door, blocked out its space for a moment with his thick body, and hurried into the room.",0.1,0.9,0.0,-0.2732
"""Mr.",0.0,1.0,0.0,0.0
"Gatsby!""",0.0,1.0,0.0,0.0
"He put out his broad, flat hand with wellconcealed dislike.",0.188,0.58,0.232,0.1531
"""I'm glad to see you, sir  Nick "" ""Make us a cold drink,"" cried Daisy.",0.157,0.663,0.181,0.1027
"As he left the room again she got up and went over to Gatsby and pulled his face down, kissing him on the mouth.",0.0,0.861,0.139,0.5719
"""You know I love you,"" she murmured.",0.0,0.543,0.457,0.6369
"""You forget there's a lady present,"" said Jordan.",0.241,0.759,0.0,-0.2263
Daisy looked around doubtfully.,0.423,0.577,0.0,-0.296
"""You kiss Nick too.""",0.0,0.517,0.483,0.4215
"""What a low, vulgar girl!""",0.444,0.556,0.0,-0.3382
"""I don't care!""",0.0,1.0,0.0,0.0
"cried Daisy, and began to clog on the brick fireplace.",0.224,0.776,0.0,-0.3818
Then she remembered the heat and sat down guiltily on the couch just as a freshly laundered nurse leading a little girl came into the room.,0.084,0.916,0.0,-0.2732
"""Blessed precious,"" she crooned, holding out her arms.",0.0,0.642,0.358,0.5994
"""Come to your own mother that loves you.""",0.0,0.654,0.346,0.5719
"The child, relinquished by the nurse, rushed across the room and rooted shyly into her mother's dress.",0.096,0.904,0.0,-0.1779
"""The blessed precious!",0.0,0.112,0.888,0.8356
Did mother get powder on your old yellowy hair?,0.0,1.0,0.0,0.0
"Stand up now, and sayHowdedo.""",0.0,1.0,0.0,0.0
Gatsby and I in turn leaned down and took the small reluctant hand.,0.132,0.658,0.211,0.296
Afterward he kept looking at the child with surprise.,0.0,0.792,0.208,0.2732
I don't think he had ever really believed in its existence before.,0.0,1.0,0.0,0.0
"""I got dressed before luncheon,"" said the child, turning eagerly to Daisy.",0.0,0.809,0.191,0.3818
"""That's because your mother wanted to show you off.""",0.0,1.0,0.0,0.0
Her face bent into the single wrinkle of the small white neck.,0.0,1.0,0.0,0.0
"""You dream, you.",0.0,0.5,0.5,0.25
"You absolute little dream.""",0.0,1.0,0.0,0.0
"""Yes,"" admitted the child calmly.",0.0,0.448,0.552,0.4019
"""Aunt Jordan's got on a white dress too.""",0.0,1.0,0.0,0.0
"""How do you like mother's friends?""",0.0,0.667,0.333,0.3612
Daisy turned her around so that she faced Gatsby.,0.0,1.0,0.0,0.0
"""Do you think they're pretty?""",0.0,1.0,0.0,0.0
"""Where's Daddy?""",0.0,1.0,0.0,0.0
"""She doesn't look like her father,"" explained Daisy.",0.232,0.768,0.0,-0.2755
"""She looks like me.",0.0,0.545,0.455,0.3612
"She's got my hair and shape of the face.""",0.0,1.0,0.0,0.0
Daisy sat back upon the couch.,0.0,1.0,0.0,0.0
The nurse took a step forward and held out her hand.,0.0,0.738,0.262,0.4939
"""Come, Pammy.""",0.0,1.0,0.0,0.0
"""Goodbye, sweetheart!""",0.0,1.0,0.0,0.0
